# L8 template spectrum
# 2 total spectra
# resolution  = 60 km/s per pixel
# 5350 to 8900 Angstroms
#    wavelength       mean_flux       median_flux        uncertainty      spread
       5350.0000     0.016017802     0.016017802     0.042381982     0.054155784
       5351.0707     0.080257313     0.080257313     0.041777562    0.0079776555
       5352.1417     0.067600067     0.067600067     0.040788439     0.020749972
       5353.2129     0.055447214     0.055447214     0.040366951     0.043500234
       5354.2842     0.055684559     0.055684559     0.040421054     0.046106406
       5355.3558   -0.0013492289   -0.0013492289     0.040383564     0.041976853
       5356.4277    -0.017506387    -0.017506387     0.040896230     0.059849724
       5357.4997     0.038410803     0.038410803     0.041310422     0.034247283
       5358.5719    -0.019572915    -0.019572915     0.040543920     0.022379379
       5359.6444    -0.047260338    -0.047260338     0.041261060     0.031132427
       5360.7171    -0.022202546    -0.022202546     0.042705510     0.012476532
       5361.7899     0.036426583     0.036426583     0.043057750     0.072329365
       5362.8630     0.061608644     0.061608644     0.042003642     0.071393950
       5363.9364     0.017910719     0.017910719     0.040833622     0.036297743
       5365.0099     0.020468025     0.020468025     0.040384567     0.060172619
       5366.0836     0.025303485     0.025303485     0.039919845     0.022716341
       5367.1576    0.0094029301    0.0094029301     0.040088714    0.0059928562
       5368.2318    -0.037915060    -0.037915060     0.039876416     0.040671345
       5369.3062    -0.042532573    -0.042532573     0.039758330     0.055281006
       5370.3808   -0.0078769920   -0.0078769920     0.039903610     0.035484024
       5371.4556     0.014014972     0.014014972     0.039991767     0.048961327
       5372.5306     0.033416981     0.033416981     0.040187431     0.046054868
       5373.6059     0.060332711     0.060332711     0.040628012    0.0058249987
       5374.6813     0.065316753     0.065316753     0.041225330     0.021512449
       5375.7570     0.027989035     0.027989035     0.041794549     0.064914387
       5376.8329     0.054229609     0.054229609     0.042635655     0.064114546
       5377.9090      0.11204716      0.11204716     0.043046397    0.0092557995
       5378.9853      0.10326517      0.10326517     0.042382384     0.010177502
       5380.0619     0.045943555     0.045943555     0.041149656     0.042435774
       5381.1386     0.062226782     0.062226782     0.040378568     0.020949184
       5382.2156     0.030507400     0.030507400     0.040050953     0.018280064
       5383.2928    -0.042097281    -0.042097281     0.039862467     0.044973118
       5384.3702    -0.046129491    -0.046129491     0.040361928     0.027414853
       5385.4478    -0.029331403    -0.029331403     0.040851055    0.0030662307
       5386.5257    -0.010067374    -0.010067374     0.041006594     0.010897285
       5387.6037     0.040108011     0.040108011     0.041158945     0.065765500
       5388.6820     0.081627286     0.081627286     0.041444698      0.10222834
       5389.7605    0.0085146666    0.0085146666     0.041466367     0.024276900
       5390.8392     0.038888770     0.038888770     0.041610330    0.0077248661
       5391.9181     0.034768961     0.034768961     0.041493243     0.045284319
       5392.9972     0.063368872     0.063368872     0.041557023     0.041564905
       5394.0766     0.070171712     0.070171712     0.040807086     0.076458895
       5395.1561     0.069174131     0.069174131     0.042465507      0.12958229
       5396.2359     0.096532663     0.096532663     0.047143108      0.10525538
       5397.3159     0.087179394     0.087179394     0.046005654     0.068755848
       5398.3961     0.073683142     0.073683142     0.040724929     0.017496190
       5399.4765     0.067864041     0.067864041     0.039872839     0.025997653
       5400.5572     0.020226322     0.020226322     0.039655478    0.0011105348
       5401.6380    0.0024708444    0.0024708444     0.039769621    0.0018572916
       5402.7191     0.020825593     0.020825593     0.039922057     0.039452628
       5403.8004     0.031679226     0.031679226     0.039868053     0.046549521
       5404.8819     0.025570593     0.025570593     0.040084312     0.010253377
       5405.9636     0.032259314     0.032259314     0.040759990     0.024549646
       5407.0456     0.047798246     0.047798246     0.041042444     0.061220856
       5408.1277     0.032341942     0.032341942     0.041078859      0.12244740
       5409.2101     0.069827939     0.069827939     0.041093650     0.062498691
       5410.2927      0.10013868      0.10013868     0.040743369    0.0018189749
       5411.3755     0.080810671     0.080810671     0.040510267     0.023417847
       5412.4585     0.049401224     0.049401224     0.040768852     0.067236438
       5413.5418     0.048173940     0.048173940     0.040936244     0.059213048
       5414.6252     0.028460971     0.028460971     0.040849515     0.063094996
       5415.7089     0.041735788     0.041735788     0.041941615     0.014866075
       5416.7928    -0.023392191    -0.023392191     0.043070108    0.0095671269
       5417.8769    -0.048746127    -0.048746127     0.043023650    0.0074756035
       5418.9612   0.00086043273   0.00086043273     0.042315794     0.025836037
       5420.0458     0.044909053     0.044909053     0.041914400    0.0054766444
       5421.1305     0.059428446     0.059428446     0.042124547     0.095512645
       5422.2155      0.10731649      0.10731649     0.042681428      0.13104007
       5423.3007      0.11223391      0.11223391     0.042632801      0.18359279
       5424.3861      0.11946840      0.11946840     0.049153676      0.19049322
       5425.4717      0.13289294      0.13289294     0.052014826      0.14805105
       5426.5576      0.11605961      0.11605961     0.053450760      0.11596937
       5427.6436     0.098524072     0.098524072     0.051099478     0.087241360
       5428.7299      0.10914945      0.10914945     0.047606991     0.030595770
       5429.8164      0.10237896      0.10237896     0.047725074    0.0041301249
       5430.9031     0.025851015     0.025851015     0.046904863     0.053031832
       5431.9901     0.041991397     0.041991397     0.046386210     0.021270457
       5433.0772     0.028088595     0.028088595     0.045033020     0.053697542
       5434.1646    -0.022320875    -0.022320875     0.043151609     0.025479040
       5435.2522    -0.035119235    -0.035119235     0.041871542     0.036816873
       5436.3400    -0.035506448    -0.035506448     0.041089969     0.046139327
       5437.4280    -0.059264132    -0.059264132     0.040600132    0.0082246141
       5438.5162    -0.043889312    -0.043889312     0.040798965     0.030360916
       5439.6047     0.015161916     0.015161916     0.041179895     0.027156936
       5440.6934    -0.012051199    -0.012051199     0.041099899    0.0074636721
       5441.7823     0.042084369     0.042084369     0.041398882     0.052685991
       5442.8714     0.049607773     0.049607773     0.041591042    0.0080610557
       5443.9607     0.045027175     0.045027175     0.041703774     0.076077390
       5445.0502     0.060491244     0.060491244     0.041656059     0.042328570
       5446.1400     0.060075776     0.060075776     0.041232809    0.0099799916
       5447.2300     0.067786510     0.067786510     0.040957338     0.013899841
       5448.3202      0.11168471      0.11168471     0.041709289     0.014422892
       5449.4106     0.049416922     0.049416922     0.042888340     0.065015500
       5450.5012     0.033995811     0.033995811     0.043176194     0.033369920
       5451.5921     0.066511524     0.066511524     0.042955630     0.077701752
       5452.6832     0.043994063     0.043994063     0.042635089      0.11150023
       5453.7745   -0.0088428598   -0.0088428598     0.042665704     0.077659584
       5454.8660    0.0033983454    0.0033983454     0.043420495     0.094113200
       5455.9577   -0.0062045092   -0.0062045092     0.044758941     0.047332086
       5457.0496     0.024551496     0.024551496     0.047576688     0.029689732
       5458.1418     0.050463045     0.050463045     0.050440584   0.00021539841
       5459.2342     0.098242504     0.098242504     0.052522424     0.039095687
       5460.3268      0.11093831      0.11093831     0.053637939     0.060113567
       5461.4196     0.055615497     0.055615497     0.053138238    0.0049205081
       5462.5127   -0.0030559400   -0.0030559400     0.051083215     0.072315216
       5463.6059     0.025112740     0.025112740     0.048912893     0.042095822
       5464.6994     0.086267680     0.086267680     0.047305797    0.0073796085
       5465.7931     0.050850694     0.050850694     0.045588178     0.093956892
       5466.8870     0.082557259     0.082557259     0.044062940     0.029378625
       5467.9811     0.061977259     0.061977259     0.042897258    0.0095877763
       5469.0755     0.044590355     0.044590355     0.042240147     0.032653496
       5470.1701     0.020429131     0.020429131     0.041621548     0.058739583
       5471.2649    -0.039043878    -0.039043878     0.040926323     0.024181883
       5472.3599     0.028108965     0.028108965     0.041017831     0.023595735
       5473.4551    -0.037926952    -0.037926952     0.040507961      0.11549568
       5474.5505    -0.027600642    -0.027600642     0.040385984      0.13135776
       5475.6462     0.014080732     0.014080732     0.040748303     0.081485108
       5476.7421     0.031260849     0.031260849     0.041060021     0.037938109
       5477.8382     0.032702897     0.032702897     0.041604779    0.0059561279
       5478.9345     0.040707549     0.040707549     0.042243617     0.031237444
       5480.0311     0.037636540     0.037636540     0.042029025     0.045974173
       5481.1278    0.0036900133    0.0036900133     0.041314266    0.0013702123
       5482.2248     0.026484645     0.026484645     0.041098427     0.020911838
       5483.3220     0.021486384     0.021486384     0.040888509     0.012760652
       5484.4195   -0.0065325859   -0.0065325859     0.040836913     0.021657304
       5485.5171   -0.0043457147   -0.0043457147     0.040924691     0.026338764
       5486.6150     0.010749312     0.010749312     0.040946714     0.030168387
       5487.7130     0.015481770     0.015481770     0.040928473     0.051422282
       5488.8113     0.053039240     0.053039240     0.041083950     0.023654571
       5489.9099     0.061758485     0.061758485     0.041145709     0.024289741
       5491.0086     0.031396357     0.031396357     0.041261311     0.057801059
       5492.1076     0.024436429     0.024436429     0.041046716     0.043373379
       5493.2068     0.028553998     0.028553998     0.041099317    0.0023059910
       5494.3062     0.032482323     0.032482323     0.041092874     0.034483777
       5495.4058     0.039472216     0.039472216     0.040524309     0.027200866
       5496.5056     0.037919966     0.037919966     0.039811037     0.033019144
       5497.6057     0.016610350     0.016610350     0.039826478     0.079518084
       5498.7060     0.010784705     0.010784705     0.040735347     0.031697612
       5499.8065   -0.0073101252   -0.0073101252     0.041741585     0.015378747
       5500.9072     0.013573015     0.013573015     0.042346220     0.019443313
       5502.0081     0.033131838     0.033131838     0.041857444     0.035231431
       5503.1093     0.039524034     0.039524034     0.040879677     0.029207797
       5504.2107     0.057857059     0.057857059     0.040435116     0.018420600
       5505.3123     0.055807132     0.055807132     0.040582412     0.060281343
       5506.4141    -0.028151238    -0.028151238     0.040941914     0.010630301
       5507.5162    -0.015393837    -0.015393837     0.042106199    0.0019027346
       5508.6184     0.020159827     0.020159827     0.042106842     0.021551359
       5509.7209     0.078196943     0.078196943     0.041335688    0.0028560839
       5510.8236     0.057476149     0.057476149     0.040371604     0.060170861
       5511.9265     0.020805176     0.020805176     0.039926048      0.12133975
       5513.0297     0.057513556     0.057513556     0.040269953     0.063607056
       5514.1331     0.059072695     0.059072695     0.040793132     0.049811420
       5515.2367     0.069201111     0.069201111     0.041332171     0.041403871
       5516.3405     0.056224168     0.056224168     0.041105854     0.065659837
       5517.4445     0.069869277     0.069869277     0.042189913     0.025588129
       5518.5487     0.055491386     0.055491386     0.043101460    0.0040923555
       5519.6532     0.054658267     0.054658267     0.043187555     0.032240397
       5520.7579     0.066899759     0.066899759     0.042780442     0.076138389
       5521.8628     0.031315742     0.031315742     0.041981905     0.041943695
       5522.9680    0.0018377686    0.0018377686     0.041082286    0.0060664476
       5524.0733    -0.016200208    -0.016200208     0.040455398     0.024707129
       5525.1789     0.011205591     0.011205591     0.040709861   0.00067481177
       5526.2847     0.054026324     0.054026324     0.040948597     0.041113309
       5527.3907     0.068922624     0.068922624     0.040721966     0.032415557
       5528.4970     0.055946688     0.055946688     0.040666332    0.0082709561
       5529.6034     0.033423585     0.033423585     0.041360078     0.017889032
       5530.7101     0.021731712     0.021731712     0.042303040     0.025562441
       5531.8170     0.050589832     0.050589832     0.042617693      0.12161668
       5532.9242    0.0045007746    0.0045007746     0.041826601     0.093148175
       5534.0315    -0.028722629    -0.028722629     0.040592686     0.032276693
       5535.1391   -0.0051313049   -0.0051313049     0.039737667     0.029333726
       5536.2469    0.0049787669    0.0049787669     0.039630727      0.11105645
       5537.3549     0.012606256     0.012606256     0.040056105      0.12197957
       5538.4631     0.062547860     0.062547860     0.040652339     0.030207173
       5539.5716     0.052105038     0.052105038     0.041363630    0.0024896536
       5540.6803     0.012563865     0.012563865     0.042223335   0.00038708056
       5541.7892     0.062478244     0.062478244     0.042809283     0.066575330
       5542.8983     0.054708682     0.054708682     0.042628667    0.0010785554
       5544.0077     0.030017690     0.030017690     0.042490067     0.065391376
       5545.1172     0.011740935     0.011740935     0.042373005     0.063588098
       5546.2270    0.0023649620    0.0023649620     0.041803799     0.056197813
       5547.3370     0.017459548     0.017459548     0.041058108     0.069153052
       5548.4473     0.034166675     0.034166675     0.040900026     0.072723093
       5549.5577     0.030759756     0.030759756     0.041037999     0.031378033
       5550.6684   -0.0056705822   -0.0056705822     0.040997217     0.022570104
       5551.7793     0.070301618     0.070301618     0.046720915     0.073179033
       5552.8904      0.14776605      0.14776605     0.050409533      0.12178529
       5554.0018      0.11559254      0.11559254     0.045887667     0.039314797
       5555.1133     0.033863740     0.033863740     0.040418440     0.078094914
       5556.2251    0.0075328528    0.0075328528     0.040674686      0.11002357
       5557.3371     0.011174045     0.011174045     0.041096221      0.10074110
       5558.4494     0.031822873     0.031822873     0.041977362     0.076277421
       5559.5618     0.055890522     0.055890522     0.042573276     0.071304997
       5560.6745     0.092865609     0.092865609     0.042072357     0.047304842
       5561.7874      0.10809379      0.10809379     0.041641851     0.028675742
       5562.9006     0.088036593     0.088036593     0.041857276     0.042523385
       5564.0139     0.058692146     0.058692146     0.042281335     0.062884849
